Variables: 0.5751421567438474 0.6819415159259697 0.7418350793905588 0.534724043928647 0.9294514945469963 0.1764860661897073 0.20823657995816103 0.8902767955280674 0.7469794693802756 0.0631993261307503 Objectives: 684.2562005820398 868.3736166249818 	AlgorithmAttributes: {}

Variables: 0.8533211513089132 0.26969625344230386 0.4515837830075894 0.4420390538220472 0.8020416915678499 0.0774441005842964 0.1741286290974412 0.7786848957278307 0.13084229400193048 0.22912054418048078 Objectives: 256.39289272684607 1093.0425948291713 	AlgorithmAttributes: {}

Variables: 0.8760444950864716 0.878753860106176 0.33956517672672504 0.47093327955872755 0.921726023179005 0.015909406789074043 0.9494572173551133 0.7545644952721732 0.2865664886114889 0.030788912962019577 Objectives: 229.11034243892544 1161.7740421599235 	AlgorithmAttributes: {}

Variables: 0.3325311434659822 0.17234918008482403 0.9946529412536359 0.47646380955124534 0.5503881985152028 0.10709212616375197 0.5686238118658072 0.17618561291885937 0.9347103746948685 0.9315151254423315 Objectives: 911.5485530449513 524.7524200023554 	AlgorithmAttributes: {}

Variables: 0.2439163365363617 0.880459908403734 0.37698228626393826 0.8042398977369667 0.45060843588987565 0.06302968677666276 0.8116036161812332 0.8523760761010374 0.5982857789597419 0.2791383680300559 Objectives: 833.3024916191542 335.87222351873277 	AlgorithmAttributes: {}

Variables: 0.17440565159195554 0.30519840348537 0.5128415278018088 0.9244819800428867 0.1976858853519622 0.9490602742191413 0.9688430125360263 0.6795489796263579 0.763227039534606 0.6106057882329939 Objectives: 787.0749126224136 221.1850308215191 	AlgorithmAttributes: {}

Variables: 0.6370754483720016 0.40158518477061367 0.17636809311385204 0.24350599903857995 0.42410048831327574 0.7352104083917473 0.6470464598707032 0.593359188924137 0.6191427055165627 0.2527527647305904 Objectives: 562.8983520785846 878.0439515511938 	AlgorithmAttributes: {}

Variables: 0.4678320809056723 0.34605937939152454 0.48334484568235125 0.5066548292688933 0.8643257497488118 0.12685064475002616 0.9174081885064116 0.978846134958774 0.25989559614996804 0.7104498093040044 Objectives: 699.3591240667308 632.027827766373 	AlgorithmAttributes: {}

Variables: 0.6258618400576211 0.5457642325454656 0.7445770042810583 0.3270333613592822 0.7596807431932718 0.7427466332834373 0.8670632114578055 0.0045488607568128225 0.36369881634816037 0.8078044991988563 Objectives: 707.6691797809402 1062.2119127156063 	AlgorithmAttributes: {}

Variables: 0.47906500898017534 0.47472508189175266 0.08124064401740327 0.2123281397077612 0.2529195840951407 0.2883192917437133 0.4756210250766153 0.14506340919655925 0.6661803480825923 0.434554129207679 Objectives: 780.9670287386491 731.2213744956937 	AlgorithmAttributes: {}

Variables: 0.016638866636114247 0.2057371122199667 0.7010210983169176 0.940360170346971 0.2499180668270251 0.38599892850381057 0.24163891285135541 0.6369552073278878 0.9179247392896378 0.26788572354355855 Objectives: 1051.7815606038928 27.495908619828366 	AlgorithmAttributes: {}

Variables: 0.1694426074525437 0.5244544521999072 0.833716724625868 0.2538040199672551 0.45366446154994433 0.9396204295994232 0.12195792889747747 0.5570648152456693 0.11413480425878364 0.0375252928268226 Objectives: 1341.421740640685 365.7093836437132 	AlgorithmAttributes: {}

Variables: 0.036456283673109824 0.6282942120675303 0.7933103947650252 0.9348122667215419 0.9394612580454189 0.6705826591898818 0.8162493164033332 0.23040718636082824 0.18518276939087552 0.905024088753147 Objectives: 914.1112591364907 52.4042397329659 	AlgorithmAttributes: {}

Variables: 0.04007671976637306 0.5189446942597711 0.5884704355161846 0.2883358776730669 0.4985868693305986 0.9428385027025712 0.8793183000640714 0.4555392100200405 0.8329789561778695 0.7908383759661807 Objectives: 793.9356652987274 50.04625573207852 	AlgorithmAttributes: {}

Variables: 0.04483701025941256 0.7632186984971316 0.7663256506258442 0.6440811793442687 0.7425617391714159 0.4426692464695613 0.42722465117400665 0.5950567660306016 0.032440832619611726 0.0372768292599891 Objectives: 1389.368345113857 98.01506688446888 	AlgorithmAttributes: {}

Variables: 0.1571854341960739 0.6205744155935202 0.5195769256375949 0.4947692770935337 0.5466544129379921 0.27672866110713634 0.6257682209590668 0.5125123282823199 0.8361841737007131 0.5020280583660839 Objectives: 728.8542972721773 183.7070747808369 	AlgorithmAttributes: {}

Variables: 0.11512492787532114 0.9928146535395412 0.4921029592325352 0.4642641522959151 0.18751206534028042 0.755245436079472 0.7201429588265849 0.06736226651176769 0.4232961006591115 0.9742564322591314 Objectives: 892.0512782520722 163.09838948504577 	AlgorithmAttributes: {}

Variables: 0.9158371270723117 0.946369560078514 0.6138501930647957 0.1629399459607448 0.5670958873780534 0.5218997314384878 0.04449871107452885 0.9075431428705478 0.9222267054276349 0.9597683694422099 Objectives: 159.4848419534461 1199.3293947343323 	AlgorithmAttributes: {}

Variables: 0.11005827988705241 0.9723980404125002 0.8157609479425049 0.6872163629958107 0.23786009884921744 0.8412154694555884 0.404804314242014 0.4540334278165228 0.9691132517205073 0.23823114949560686 Objectives: 1128.993881471097 197.1474797280775 	AlgorithmAttributes: {}

Variables: 0.21022810102359057 0.7950571281649649 0.7066967722310283 0.6814796950785847 0.7798708994982844 0.14993777323451019 0.0759439747447338 0.6605129292770126 0.4950210631843335 0.8267229142637348 Objectives: 757.7872160610764 259.7519343420737 	AlgorithmAttributes: {}

Variables: 0.06470932276317765 0.6021666874127756 0.5268027174387016 0.4577293478916835 0.10998485835576766 0.3905204471393725 0.7156886617175594 0.5893349775533522 0.0805590891129564 0.8409821043987178 Objectives: 703.2030198753702 71.72437086224824 	AlgorithmAttributes: {}

