Variables: 0.7048590690360583 0.3184264320589004 0.7472447150385384 0.8279655744769676 0.32204510996848434 0.41998103432705425 0.0774449753712021 0.2592687021549239 0.6744991602664852 0.26589640024234895 Objectives: 0.17585136544926688 0.23176447285695576 0.357834809848074 0.3963357623075914 1.216293817958118 	AlgorithmAttributes: {}

Variables: 0.9356535549781809 0.38257272975909506 0.5761005153398503 0.9393830165243794 0.012107499287324908 0.49621018137558404 0.29359295144201336 0.6477155879649278 0.8527278646090415 0.880372960762665 Objectives: 0.041089136775263345 0.06942868971210993 0.08801486223953071 0.1043620313785975 1.5635568206581931 	AlgorithmAttributes: {}

Variables: 0.06750452548615682 0.1610788727469873 0.07095035669251526 0.5132835562137017 0.3955119542895076 0.16599593481219366 0.9212588919165497 0.7256450978067267 0.829744740260861 0.26847641077660667 Objectives: 0.7377217562313656 0.7482372774748179 0.654145747832094 0.8556192474893958 0.16015147218715647 	AlgorithmAttributes: {}

Variables: 0.37703075858000623 0.8454033091052016 0.954563649140617 0.9611245269084809 0.16096593672167647 0.47957888983666275 0.15763706850982162 0.7287980342185079 0.013287610513743608 0.4559063745232077 Objectives: 0.18725957184664996 0.31494352703660383 0.6113069983650795 1.0442099819946273 0.8505902097433882 	AlgorithmAttributes: {}

Variables: 0.7846772877129875 0.609010269697393 0.8510644129148502 0.6042411303658571 0.2769892545769572 0.946119942603405 0.3714194299903033 0.4961737601956623 0.9310215025355586 0.7824542446400448 Objectives: 0.1257051445213958 0.1408572063542669 0.2794393869964678 0.37986841900630314 1.4441318114777866 	AlgorithmAttributes: {}

Variables: 0.08205509120128651 0.9810167694867988 0.9903995431202879 0.31486254823146864 0.7044364989100567 0.8573054271525273 0.8834605400187672 0.11179966205199965 0.38814087462858904 0.30118155467794805 Objectives: 0.29249713137193006 0.2394501966325506 0.6569720924941831 1.3021008736953374 0.19527642991361283 	AlgorithmAttributes: {}

Variables: 0.5530967423082848 0.3338891041762281 0.1992937170497967 0.7365045932119298 0.9907550587272634 0.03001811578667779 0.9016772244741978 0.6762621657126947 0.28272833662193453 0.6913684836089814 Objectives: 0.4291512769806197 0.5915027127925215 0.48385024393911563 0.700961349618714 1.3270340185957223 	AlgorithmAttributes: {}

