Variables: 0.0 0.608965906961376 0.12534057777841678 0.514322267497521 0.44130523179181724 0.4141946988852478 0.6157080403826766 0.0 0.7015598332864204 0.7308707150187683 Objectives: 2.885474140358432 0.0 	AlgorithmAttributes: {}

Variables: 0.0 0.5000000024428284 0.5000007039291967 0.5000000097436881 0.5000000055537179 0.499983154037953 0.49999999448307747 0.4999794191933684 0.5000000016986252 0.4999995762329631 Objectives: 1.9142135637284174 0.0 	AlgorithmAttributes: {}

Variables: 0.0 0.5000000024428284 0.5000007039291332 0.5000000097436881 0.5000000055537179 0.499983154037953 0.499999994483057 0.4999794191933684 0.5000000016955759 0.4999995762329631 Objectives: 1.9142135637284174 0.0 	AlgorithmAttributes: {}

Variables: 0.0 0.5000000024428284 0.5000007039291332 0.5000000097436881 0.5000000055537179 0.499983154037953 0.499999994483057 0.4999794191933684 0.5000000016955759 0.4999995762329631 Objectives: 1.9142135637284174 0.0 	AlgorithmAttributes: {}

Variables: 0.0 0.5000000024428284 0.5000007039288792 0.5000000097441123 0.5000000055537179 0.499983154037953 0.499999994483057 0.4999794191933684 0.5000000016894772 0.4999995762329631 Objectives: 1.9142135637284174 0.0 	AlgorithmAttributes: {}

Variables: 0.0 0.5000000024428284 0.5000007039290062 0.5000000097441123 0.5000000055537179 0.499983154037953 0.499999994483016 0.4999794191933684 0.5000000016894772 0.4999995762329631 Objectives: 1.9142135637284174 0.0 	AlgorithmAttributes: {}

Variables: 0.0 0.5000000024428284 0.5000007039291332 0.5000000097436881 0.5000000055537179 0.499983154037953 0.499999994483057 0.4999794191933684 0.5000000016955759 0.4999995762329631 Objectives: 1.9142135637284174 0.0 	AlgorithmAttributes: {}

Variables: 0.0 0.5000000024428284 0.5000007039288792 0.5000000097441123 0.5000000055537179 0.499983154037953 0.499999994483057 0.4999794191933684 0.5000000016894772 0.4999995762329631 Objectives: 1.9142135637284174 0.0 	AlgorithmAttributes: {}

Variables: 0.0 0.5000000024428284 0.5000007039288792 0.5000000097441123 0.5000000055537179 0.499983154037953 0.499999994483057 0.4999794191933684 0.5000000016894772 0.4999995762329631 Objectives: 1.9142135637284174 0.0 	AlgorithmAttributes: {}

Variables: 0.0 0.5000000024428284 0.5000007039288792 0.5000000097441123 0.5000000055537179 0.499983154037953 0.499999994483057 0.4999794191933684 0.5000000016894772 0.4999995762329631 Objectives: 1.9142135637284174 0.0 	AlgorithmAttributes: {}

Variables: 0.0 0.5000000024428284 0.5000007039291332 0.5000000097436881 0.5000000055537179 0.499983154037953 0.499999994483057 0.4999794191933684 0.5000000016955759 0.4999995762329631 Objectives: 1.9142135637284174 0.0 	AlgorithmAttributes: {}

Variables: 0.0 0.5000000024428284 0.5000007039290062 0.5000000097441123 0.5000000055537179 0.499983154037953 0.499999994483016 0.4999794191933684 0.5000000016894772 0.4999995762329631 Objectives: 1.9142135637284174 0.0 	AlgorithmAttributes: {}

Variables: 0.0 0.5000000024428284 0.5000007039291967 0.5000000097436881 0.5000000055537179 0.499983154037953 0.49999999448307747 0.4999794191933684 0.5000000016986252 0.4999995762329631 Objectives: 1.9142135637284174 0.0 	AlgorithmAttributes: {}

Variables: 0.0 0.5000000024428284 0.5000007039288792 0.5000000097441123 0.5000000055537179 0.499983154037953 0.499999994483057 0.4999794191933684 0.5000000016894772 0.4999995762329631 Objectives: 1.9142135637284174 0.0 	AlgorithmAttributes: {}

Variables: 0.0 0.5000000024428284 0.5000007039288792 0.5000000097441123 0.5000000055537179 0.499983154037953 0.499999994483057 0.4999794191933684 0.5000000016894772 0.4999995762329631 Objectives: 1.9142135637284174 0.0 	AlgorithmAttributes: {}

Variables: 0.0 0.5000000024428284 0.5000007039288792 0.5000000097441123 0.5000000055537179 0.499983154037953 0.499999994483057 0.4999794191933684 0.5000000016894772 0.4999995762329631 Objectives: 1.9142135637284174 0.0 	AlgorithmAttributes: {}

Variables: 0.0 0.5000000024428284 0.5000007039290062 0.5000000097441123 0.5000000055537179 0.499983154037953 0.499999994483016 0.4999794191933684 0.5000000016894772 0.4999995762329631 Objectives: 1.9142135637284174 0.0 	AlgorithmAttributes: {}

Variables: 0.0 0.5000000024428284 0.5000007039288792 0.5000000097441123 0.5000000055537179 0.499983154037953 0.499999994483057 0.4999794191933684 0.5000000016894772 0.4999995762329631 Objectives: 1.9142135637284174 0.0 	AlgorithmAttributes: {}

Variables: 0.0 0.5000000024428284 0.5000007039291332 0.5000000097436881 0.5000000055537179 0.499983154037953 0.499999994483057 0.4999794191933684 0.5000000016955759 0.4999995762329631 Objectives: 1.9142135637284174 0.0 	AlgorithmAttributes: {}

Variables: 0.0 0.5000000024428284 0.5000007039290062 0.5000000097441123 0.5000000055537179 0.499983154037953 0.499999994483016 0.4999794191933684 0.5000000016894772 0.4999995762329631 Objectives: 1.9142135637284174 0.0 	AlgorithmAttributes: {}

Variables: 0.0 0.5000000024428284 0.5000007039290062 0.5000000097441123 0.5000000055537179 0.499983154037953 0.499999994483016 0.4999794191933684 0.5000000016894772 0.4999995762329631 Objectives: 1.9142135637284174 0.0 	AlgorithmAttributes: {}

